ID,Location,Day,Time,Gender,Age,Reach,Total_Poll,Yes,No
120227007437280382,Bojanala Platinum,Fri,Before,Male,"(50, 65)",0,0,0,0
120227007413200382,Bojanala Platinum,Fri,Before,Male,"(25, 49)",0,0,0,0
120227007400380382,Bojanala Platinum,Fri,Before,Male,"(18, 24)",0,0,0,0
120227007386170382,Bojanala Platinum,Tue,Before,Male,"(50, 65)",0,0,0,0
120227007374550382,Bojanala Platinum,Tue,Before,Male,"(25, 49)",134,2,2,0
120227007361690382,Bojanala Platinum,Tue,Before,Male,"(18, 24)",0,0,0,0
120227008999480382,Njikoka,Sun,After,Female,"(50, 65)",10,1,1,0
120227008986050382,Njikoka,Sun,After,Female,"(25, 49)",22,1,1,0
120227008973280382,Njikoka,Sun,After,Female,"(18, 24)",549,3,2,1
120227008963960382,Njikoka,Fri,After,Female,"(50, 65)",194,3,1,2
120227008956340382,Njikoka,Fri,After,Female,"(25, 49)",0,0,0,0
120227008942670382,Njikoka,Fri,After,Female,"(18, 24)",82,1,1,0
120227008930010382,Njikoka,Tue,After,Female,"(50, 65)",0,0,0,0
120227008907810382,Njikoka,Tue,After,Female,"(25, 49)",0,0,0,0
120227008880690382,Njikoka,Tue,After,Female,"(18, 24)",1227,13,7,6
120227008833380382,Njikoka,Sun,Before,Female,"(50, 65)",0,0,0,0
120227008813970382,Njikoka,Sun,Before,Female,"(25, 49)",357,4,3,1
120227008799510382,Njikoka,Sun,Before,Female,"(18, 24)",344,4,3,1
120227008790200382,Njikoka,Fri,Before,Female,"(50, 65)",138,1,1,0
120227008784360382,Njikoka,Fri,Before,Female,"(25, 49)",167,2,1,1
120227008776530382,Njikoka,Fri,Before,Female,"(18, 24)",67,1,0,1
120227008766070382,Njikoka,Tue,Before,Female,"(50, 65)",240,1,0,1
120227008748120382,Njikoka,Tue,Before,Female,"(25, 49)",1075,18,13,5
120227008743930382,Njikoka,Tue,Before,Female,"(18, 24)",0,0,0,0
120227008737300382,Njikoka,Sun,After,Male,"(50, 65)",222,1,1,0
120227008721520382,Njikoka,Sun,After,Male,"(25, 49)",671,6,4,2
120227008687910382,Njikoka,Sun,After,Male,"(18, 24)",539,5,3,2
120227008656670382,Njikoka,Fri,After,Male,"(50, 65)",0,0,0,0
120227008614120382,Njikoka,Fri,After,Male,"(25, 49)",0,0,0,0
120227008529990382,Njikoka,Fri,After,Male,"(18, 24)",306,3,2,1
120227008504190382,Njikoka,Tue,After,Male,"(50, 65)",152,1,1,0
120227008485700382,Njikoka,Tue,After,Male,"(25, 49)",1406,12,8,4
120227008447480382,Njikoka,Tue,After,Male,"(18, 24)",855,9,4,5
120227008379640382,Njikoka,Sun,Before,Male,"(50, 65)",0,0,0,0
120227008359490382,Njikoka,Sun,Before,Male,"(25, 49)",292,2,2,0
120227008283220382,Njikoka,Sun,Before,Male,"(18, 24)",492,6,1,5
120227008223140382,Njikoka,Fri,Before,Male,"(50, 65)",167,2,1,1
120227008180820382,Njikoka,Fri,Before,Male,"(25, 49)",253,3,3,0
120227008128850382,Njikoka,Fri,Before,Male,"(18, 24)",272,5,4,1
120227008081320382,Njikoka,Tue,Before,Male,"(50, 65)",0,0,0,0
120227008053130382,Njikoka,Tue,Before,Male,"(25, 49)",409,3,2,1
120227008004250382,Njikoka,Tue,Before,Male,"(18, 24)",0,0,0,0
120227009525160382,Santa Catarina,Sun,After,Female,"(50, 65)",1119,1,0,1
120227009514610382,Santa Catarina,Sun,After,Female,"(25, 49)",7216,14,8,6
120227009508730382,Santa Catarina,Sun,After,Female,"(18, 24)",2012,8,6,2
120227009504060382,Santa Catarina,Fri,After,Female,"(50, 65)",870,1,1,0
120227009496700382,Santa Catarina,Fri,After,Female,"(25, 49)",0,0,0,0
120227009482510382,Santa Catarina,Fri,After,Female,"(18, 24)",0,0,0,0
120227009469980382,Santa Catarina,Tue,After,Female,"(50, 65)",1283,2,1,1
120227009453830382,Santa Catarina,Tue,After,Female,"(25, 49)",517,1,1,0
120227009434170382,Santa Catarina,Tue,After,Female,"(18, 24)",4086,17,10,7
120227009419610382,Santa Catarina,Sun,Before,Female,"(50, 65)",0,0,0,0
120227009400110382,Santa Catarina,Sun,Before,Female,"(25, 49)",3683,10,4,6
120227009382830382,Santa Catarina,Sun,Before,Female,"(18, 24)",0,0,0,0
120227009368490382,Santa Catarina,Fri,Before,Female,"(50, 65)",0,0,0,0
120227009341460382,Santa Catarina,Fri,Before,Female,"(25, 49)",1525,7,6,1
120227009320750382,Santa Catarina,Fri,Before,Female,"(18, 24)",3397,5,5,0
120227009300850382,Santa Catarina,Tue,Before,Female,"(50, 65)",2451,7,5,2
120227009284100382,Santa Catarina,Tue,Before,Female,"(25, 49)",2583,6,4,2
120227009254070382,Santa Catarina,Tue,Before,Female,"(18, 24)",493,1,1,0
120227009235640382,Santa Catarina,Sun,After,Male,"(50, 65)",0,0,0,0
120227009216510382,Santa Catarina,Sun,After,Male,"(25, 49)",4343,10,3,7
120227009195840382,Santa Catarina,Sun,After,Male,"(18, 24)",563,2,1,1
120227009184910382,Santa Catarina,Fri,After,Male,"(50, 65)",1342,2,2,0
120227009160770382,Santa Catarina,Fri,After,Male,"(25, 49)",1172,9,7,2
120227009146210382,Santa Catarina,Fri,After,Male,"(18, 24)",2226,3,3,0
120227009135630382,Santa Catarina,Tue,After,Male,"(50, 65)",1954,3,2,1
120227009130110382,Santa Catarina,Tue,After,Male,"(25, 49)",2585,10,7,3
120227009118100382,Santa Catarina,Tue,After,Male,"(18, 24)",300,2,1,1
120227009106220382,Santa Catarina,Sun,Before,Male,"(50, 65)",0,0,0,0
120227009084510382,Santa Catarina,Sun,Before,Male,"(25, 49)",2827,6,5,1
120227009071430382,Santa Catarina,Sun,Before,Male,"(18, 24)",0,0,0,0
120227009064900382,Santa Catarina,Fri,Before,Male,"(50, 65)",0,0,0,0
120227009051710382,Santa Catarina,Fri,Before,Male,"(25, 49)",2326,3,2,1
120227009041310382,Santa Catarina,Fri,Before,Male,"(18, 24)",3334,4,3,1
120227009027270382,Santa Catarina,Tue,Before,Male,"(50, 65)",1751,8,5,3
120227009016630382,Santa Catarina,Tue,Before,Male,"(25, 49)",1380,5,2,3
120227009008620382,Santa Catarina,Tue,Before,Male,"(18, 24)",1961,8,7,1
