region,christian,muslim,country,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
Alibori,.0383237,.9616763,1,2395591,1,Angara-DÃ©bou,11.32454,3.0588601,PPL,6295630|6255146|BJ|08|2395591,Earth|Africa|Benin|Atakora|Angara-DÃ©bou,2,1
Atacora,.51037425,.24425989,1,2392133,1,Perma,10.12554,1.4368,PPL,6295630|6255146|BJ|08|2392133,Earth|Africa|Benin|Atakora|Perma,2,1
Atlantique,.74103653,.039262313,1,7668936,3,Commune of Ouidah,6.3709998,2.1129999,ADM2,6295630|6255146|BJ|09|7668936,Earth|Africa|Benin|Atlantique|Commune of Ouidah,1,1
Borgou,.27689022,.70012283,1,7669268,3,Commune of Parakou,9.3499098,2.6226201,ADM2,6295630|6255146|BJ|10|7669268,Earth|Africa|Benin|Borgou|Commune of Parakou,1,1
Collines,.84879327,.085941181,1,2392110,1,Pira,8.4953699,1.72541,PPL,6295630|6255146|BJ|11|2392110,Earth|Africa|Benin|Collines|Pira,2,1
Couffo,.3923763,0,1,10344474,3,KlouÃ©kanmÃ¨,6.9802799,1.8422199,ADM2,6295630|6255146|BJ|12|10344474,Earth|Africa|Benin|Kouffo|KlouÃ©kanmÃ¨,1,1
Donga,.20766126,.77807176,1,2394560,1,Djougou,9.7085304,1.66598,PPLA,6295630|6255146|BJ|13|2394560,Earth|Africa|Benin|Donga|Djougou,2,1
Littoral,.85933334,.081088707,1,11205195,1,Sodjatinme-Centre,6.36936,2.45014,PPLX,6295630|6255146|BJ|09|11205195,Earth|Africa|Benin|Atlantique|Sodjatinme-Centre,2,1
Mono,.51186061,.049673855,1,2395480,1,Avlo,6.29386,1.89178,PPL,6295630|6255146|BJ|00,Earth|Africa|Benin|Avlo,2,1
Oueme,.71394151,.21156944,1,11256951,3,Atchonsa,6.8862,2.4806001,ADM3,6295630|6255146|BJ|16|11256951,Earth|Africa|Benin|OuÃ©mÃ©|Atchonsa,1,1
Plateau,.66889495,.18261307,1,2395905,1,AdakplamÃ©,7.4539399,2.5472801,PPL,6295630|6255146|BJ|17|2395905,Earth|Africa|Benin|Plateau|AdakplamÃ©,2,1
Zou,.63541496,.093796685,1,7668931,3,Commune of Bohicon,7.1630001,2.0940001,ADM2,6295630|6255146|BJ|18|7668931,Earth|Africa|Benin|Zou|Commune of Bohicon,1,1
Barolong,.62578553,0,2,7739165,1,Good Hope,-25.467119,25.439211,PPL,6295630|6255146|BW|10|7739165,Earth|Africa|Botswana|Ngwaketsi|Good Hope,2,1
Central  Bobonong,.50461316,0,2,933860,6,Botswana,-22,24,PCLI,6295630|6255146|BW,Earth|Africa|Botswana,1,1
Central Boteti,.45781764,0,2,933535,1,Letlhakane,-21.41494,25.59263,PPL,6295630|6255146|BW|01|933535,Earth|Africa|Botswana|Central|Letlhakane,2,1
Central Mahalapye,.55133975,0,2,933471,1,Mahalapye,-23.104071,26.814211,PPL,6295630|6255146|BW|01|933471,Earth|Africa|Botswana|Central|Mahalapye,2,1
Central Serowe/Palapye,.53261799,.039054632,2,933088,1,Serowe,-22.387541,26.71077,PPLA,6295630|6255146|BW|01|933088,Earth|Africa|Botswana|Central|Serowe,2,1
Central Tutume,.50824219,0,2,933000,1,Tonota,-21.44236,27.461531,PPL,6295630|6255146|BW|01|933000,Earth|Africa|Botswana|Central|Tonota,2,1
Chobe,.70150542,0,2,933860,6,Botswana,-22,24,PCLI,6295630|6255146|BW,Earth|Africa|Botswana,1,1
Francistown,.77750778,0,2,933778,1,Francistown,-21.16995,27.50787,PPLA,6295630|6255146|BW|08|933778,Earth|Africa|Botswana|North-East|Francistown,2,1
Gaborone,.65386236,.018653177,2,1106229,1,Broadhurst,-24.640829,25.92111,PPLX,6295630|6255146|BW|09|933773|1106229,Earth|Africa|Botswana|South-East|Gaborone|Broadhurst,2,1
Ghanzi,.54846758,.094525963,2,11204768,1,Charles Hill,-22.27639,20.092779,PPL,6295630|6255146|BW|03|11204768,Earth|Africa|Botswana|Ghanzi|Charles Hill,2,1
Jwaneng,.75,0,2,8308627,1,Jwaneng,-24.60166,24.7281,PPL,6295630|6255146|BW|10|8308627,Earth|Africa|Botswana|Ngwaketsi|Jwaneng,2,1
Kgalagadi North,.67684478,.036577623,2,933726,1,Hukuntsi,-23.9988,21.779619,PPL,6295630|6255146|BW|04|933726,Earth|Africa|Botswana|Kgalagadi|Hukuntsi,2,1
Kgalagadi South,.625,0,2,11205736,3,Maralaleng,-25.7943,22.6854,ADM3,6295630|6255146|BW|04|11205736,Earth|Africa|Botswana|Kgalagadi|Maralaleng,1,1
Kgatleng,.6993826,0,2,933340,1,Mochudi,-24.41667,26.15,PPLA,6295630|6255146|BW|05|933340,Earth|Africa|Botswana|Kgatleng|Mochudi,2,1
Kweneng East,.57006413,.0092021739,2,933331,1,Mogoditshane,-24.62694,25.865561,PPL,6295630|6255146|BW|06|933331,Earth|Africa|Botswana|Kweneng|Mogoditshane,2,1
Kweneng West,.60661852,0,2,7909164,2,Malwelwe,-24.050449,25.272011,PPLL,6295630|6255146|BW|06|7909164,Earth|Africa|Botswana|Kweneng|Malwelwe,2,1
Lobatse,.33933297,0,2,933521,1,Lobatse,-25.22435,25.67728,PPL,6295630|6255146|BW|09|933521,Earth|Africa|Botswana|South-East|Lobatse,2,1
Ngamiland East,.47213593,0,2,933366,1,Maun,-19.98333,23.41667,PPLA,6295630|6255146|BW|11|933366,Earth|Africa|Botswana|North-West|Maun,2,1
Ngamiland West,.37557328,0,2,11204683,1,Etsha,-19.130989,22.29254,PPL,6295630|6255146|BW|11|11204683,Earth|Africa|Botswana|North-West|Etsha,2,1
Ngwaketse,.57404327,.036393564,2,11204609,1,Molapowabojang,-25.207029,25.53017,PPL,6295630|6255146|BW|10|11204609,Earth|Africa|Botswana|Ngwaketsi|Molapowabojang,2,1
Ngwaketse West,.67093694,0,2,7889493,1,Mabutsane,-24.386459,23.57486,PPL,6295630|6255146|BW|10|7889493,Earth|Africa|Botswana|Ngwaketsi|Mabutsane,2,1
North East,.49020103,0,2,11205567,1,Themashanga,-20.800831,27.55139,PPL,6295630|6255146|BW|08|11205567,Earth|Africa|Botswana|North-East|Themashanga,2,1
Seleibe Phikwe,.7240364,0,2,933099,1,Selebi-Phikwe,-21.978951,27.84296,PPL,6295630|6255146|BW|01|933099,Earth|Africa|Botswana|Central|Selebi-Phikwe,2,1
South East,.60948652,.017791636,2,933004,1,Tlokweng,-24.66861,25.971109,PPL,6295630|6255146|BW|09|933004,Earth|Africa|Botswana|South-East|Tlokweng,2,1
Boucle du Mouhoun,.32264516,.56941241,3,2359124,1,Konkui Koura,12.83333,-4.1166701,PPL,6295630|6255146|BF|01|2359124,Earth|Africa|Burkina Faso|Boucle du Mouhoun|Konkui Koura,2,1
Cascades,.11441983,.8403495,3,2359776,1,Kangoura,10.55,-5.28333,PPL,6295630|6255146|BF|02|2359776,Earth|Africa|Burkina Faso|Cascades Region|Kangoura,2,1
Centre,.45148635,.51708007,3,2359923,3,Kadiogo Province,12.33333,-1.5,ADM2,6295630|6255146|BF|03|2359923,Earth|Africa|Burkina Faso|Centre|Kadiogo Province,1,1
Centre-Est,.27212363,.69052327,3,2356300,1,Pouytenga,12.25162,-.42565,PPL,6295630|6255146|BF|04|2358700|2356300,Earth|Africa|Burkina Faso|Centre-Est|Kouritenga Province|Pouytenga,2,1
Centre-Nord,.3231225,.53601342,3,2356467,1,Pissila,13.16417,-.82249999,PPL,6295630|6255146|BF|05|2355914|2356467,Earth|Africa|Burkina Faso|Centre-Nord|Province du Sanmatenga|Pissila,2,1
Centre-Ouest,.62701547,.26992416,3,2361898,1,Boura,11.04282,-2.50196,PPL,6295630|6255146|BF|06|2361898,Earth|Africa|Burkina Faso|Centre-Ouest|Boura,2,1
Centre-Sud,.39716825,.42839235,3,2362475,1,BindÃ©,11.75417,-1.09444,PPL,6295630|6255146|BF|07|2353169|2362475,Earth|Africa|Burkina Faso|Centre-Sud|Zoundweogo Province|BindÃ©,2,1
Est,.49333355,.43942532,3,2360886,1,Fada N'gourma,12.06157,.35843,PPLA,6295630|6255146|BF|08|2360223|2360886,Earth|Africa|Burkina Faso|Est|Province du Gourma|Fada N'gourma,2,1
Hauts-Bassins,.10776841,.86454588,3,2358678,1,Kourouma,11.61715,-4.8009701,PPL,6295630|6255146|BF|09|2359569|2358678,Earth|Africa|Burkina Faso|Hauts-Bassins|Province du KÃ©nÃ©dougou|Kourouma,2,1
Nord,.21211487,.7690714,3,2357043,1,Ouahigouya,13.58278,-2.4215801,PPLA,6295630|6255146|BF|10|2353568|2357043,Earth|Africa|Burkina Faso|Nord|Province du Yatenga|Ouahigouya,2,1
Plateau Central,.38676336,.49079898,3,11238552,3,Kogho,12.64818,-.67351002,ADM3,6295630|6255146|BF|11|2360627|11238552,Earth|Africa|Burkina Faso|Plateau-Central|Province du Ganzourgou|Kogho,1,1
Sahel,.045025464,.95497453,3,2361209,1,Dyoungodyo,13.61165,.41356,PPL,6295630|6255146|BF|12|2597268|2361209,Earth|Africa|Burkina Faso|Sahel|Province du Yagha|Dyoungodyo,2,1
Sud-Ouest,.39072523,.28090453,3,2359071,1,Koriba KinkÃ©ni,9.9166698,-2.8333299,PPL,6295630|6255146|BF|13|2359071,Earth|Africa|Burkina Faso|Sud-Ouest|Koriba KinkÃ©ni,2,1
S.Antão,.89561689,0,4,11205105,1,Caibros de Ribeira de Jorge,17.133221,-25.14588,PPL,6295630|6255146|CV|11205105,Earth|Africa|Cape Verde|Caibros de Ribeira de Jorge,2,1
S.Vicente,.48066881,0,4,3374198,4,SÃ£o Vicente,16.83333,-25,ADM1,6295630|6255146|CV|11,Earth|Africa|Cape Verde|SÃ£o Vicente,1,1
Santiago-Interior,.95536411,0,4,3374226,4,Santa Catarina,15.1,-23.700001,ADM1,6295630|6255146|CV|15,Earth|Africa|Cape Verde|Santa Catarina,1,1
Santiago- Praia,.87630087,.0018491184,4,3374332,4,Praia,14.95,-23.51667,ADM1,6295630|6255146|CV|14,Earth|Africa|Cape Verde|Praia,1,1
Fogo,.71376359,0,4,3411927,4,SÃ£o Filipe,14.93333,-24.433331,ADM1,6295630|6255146|CV|18,Earth|Africa|Cape Verde|SÃ£o Filipe,1,1
Western,.82979536,.067919038,5,2303611,1,Axim,4.8699198,-2.2404599,PPL,6295630|6255146|GH|09|2303611,Earth|Africa|Ghana|Western Region|Axim,2,1
Central,.83968669,.046930484,5,11205185,1,Esakyir,5.3181,-.89804,PPL,6295630|6255146|GH|04|11205185,Earth|Africa|Ghana|Central Region|Esakyir,2,1
Greater Accra,.81322026,.1288023,5,7648980,3,Ga East,5.7333298,-.2,ADM2,6295630|6255146|GH|01|7648980,Earth|Africa|Ghana|Greater Accra Region|Ga East,1,1
Volta,.9139356,.031989716,5,2293998,1,Worawora,7.5132499,.37382999,PPL,6295630|6255146|GH|00,Earth|Africa|Ghana|Worawora,2,1
Eastern,.83570087,.054212887,5,7649011,3,Lower Manya Krobo,6.36339,-.10341,ADM2,6295630|6255146|GH|05|7649011,Earth|Africa|Ghana|Eastern Region|Lower Manya Krobo,1,1
Ashanti,.80464631,.095182553,5,2296824,1,Nyanchreniasi,6.71525,-1.67932,PPL,6295630|6255146|GH|00,Earth|Africa|Ghana|Nyanchreniasi,2,1
Brong Ahafo,.71960574,.14433131,5,2300749,1,Gawso,6.80267,-2.5162101,PPL,6295630|6255146|GH|00,Earth|Africa|Ghana|Gawso,2,1
Northern,.2275065,.68772697,5,7649074,3,Zabzugu/Tatale,9.28333,.36667001,ADM2,6295630|6255146|GH|06|7649074,Earth|Africa|Ghana|Northern Region|Zabzugu/Tatale,1,1
Upper East,.47412387,.3161414,5,10303430,3,Bawku Municipal District,11.05,-.2333,ADM2,6295630|6255146|GH|10|10303430,Earth|Africa|Ghana|Upper East Region|Bawku Municipal District,1,1
Upper West,.8035844,.16254094,5,7647177,3,Nadowli,10.34104,-2.3813601,ADM2,6295630|6255146|GH|11|7647177,Earth|Africa|Ghana|Upper West Region|Nadowli,1,1
Nairobi,.71948576,.11395393,6,184735,1,Nairobi West,-1.3,36.816669,PPLX,6295630|6255146|KE|05|184745|184735,Earth|Africa|Kenya|Nairobi|Nairobi|Nairobi West,2,1
Central,.91039348,.002152629,6,8693007,3,Kiambu County,-1.16667,36.833328,ADM2,6295630|6255146|KE|22|8693007,Earth|Africa|Kenya|Kiambu|Kiambu County,1,1
Eastern,.83252174,.054353058,6,179380,4,Tharaka - Nithi,-.10094,38.028831,ADM1,6295630|6255146|KE|49,Earth|Africa|Kenya|Tharaka - Nithi,1,1
Rift Valley,.80153316,.017800074,6,179068,4,Trans Nzoia,1.045,34.979,ADM1,6295630|6255146|KE|50,Earth|Africa|Kenya|Trans Nzoia,1,1
Nyanza,.60927886,.0023006685,6,191242,4,Kisumu,-.068999998,34.639999,ADM1,6295630|6255146|KE|26,Earth|Africa|Kenya|Kisumu,1,1
Western,.80713987,.019224472,6,200066,4,Bungoma,.66000003,34.639,ADM1,6295630|6255146|KE|12,Earth|Africa|Kenya|Bungoma,1,1
North Eastern,.0036672936,.99074399,6,8299464,3,Ijara District,-1.452,40.807999,ADM2,6295630|6255146|KE|16|8299464,Earth|Africa|Kenya|Garissa|Ijara District,1,1
Coast,.58095902,.34597328,6,186301,1,Mombasa,-4.0546598,39.663589,PPLA,6295630|6255146|KE|37|186301,Earth|Africa|Kenya|Mombasa|Mombasa,2,1
Maseru,.96679664,0,7,932692,6,Lesotho,-29.5,28.25,PCLI,6295630|6255146|LS,Earth|Africa|Lesotho,1,1
Mafeteng,.89842695,0,7,7645958,3,Ramoetsana Community,-29.8992,27.662901,ADM3,6295630|6255146|LS|13|7645958,Earth|Africa|Lesotho|Mafeteng District|Ramoetsana Community,1,1
Mohale’s Hoek,.94580787,0,7,7603044,3,Tsatsane Community,-30.4461,27.986099,ADM3,6295630|6255146|LS|18|7603044,Earth|Africa|Lesotho|Quthing|Tsatsane Community,1,1
Quthing,.94581181,0,7,932506,4,Maseru,-29.58333,27.83333,ADM1,6295630|6255146|LS|14,Earth|Africa|Lesotho|Maseru,1,1
Qacha’s Nek,.92587429,0,7,932692,6,Lesotho,-29.5,28.25,PCLI,6295630|6255146|LS,Earth|Africa|Lesotho,1,1
Mokhotlong,.88482141,0,7,11258465,3,Motete,-28.864811,28.583969,ADM2,6295630|6255146|LS|11|11258465,Earth|Africa|Lesotho|Butha-Buthe|Motete,1,1
Butha-Buthe,.84427828,0,7,932074,1,Serutle,-28.729059,28.299419,PPL,6295630|6255146|LS|00,Earth|Africa|Lesotho|Serutle,2,1
Leribe,.89642042,.0052514775,7,932692,6,Lesotho,-29.5,28.25,PCLI,6295630|6255146|LS,Earth|Africa|Lesotho,1,1
Berea,.92311561,.0061404044,7,7432583,3,Phuthiatsana Community,-29.1255,27.880051,ADM3,6295630|6255146|LS|10|7432583,Earth|Africa|Lesotho|Berea|Phuthiatsana Community,1,1
Thaba Tseka,.9139083,0,7,7603114,3,Bobete Community,-29.443451,28.717501,ADM3,6295630|6255146|LS|19|7603114,Earth|Africa|Lesotho|Thaba-Tseka|Bobete Community,1,1
Bomi,.47303444,.50163281,8,8714531,3,Klay District,6.69417,-10.87444,ADM2,6295630|6255146|LR|15|8714531,Earth|Africa|Liberia|Bomi County|Klay District,1,1
Bong,.8927123,.023207191,8,2274491,3,Panta,7.0773101,-9.2331896,ADM2,6295630|6255146|LR|01|2274491,Earth|Africa|Liberia|Bong County|Panta,1,1
Gbarpolu,.82833087,.17166916,8,2276886,1,Henry Town,7.3319402,-10.34306,PPL,6295630|6255146|LR|21|2276886,Earth|Africa|Liberia|Gbarpolu County|Henry Town,2,1
Grand Bassa,.97756398,.0058479612,8,9817889,1,Dirt Hole Camp,6.14643,-9.7292299,PPL,6295630|6255146|LR|11|9817889,Earth|Africa|Liberia|Grand Bassa County|Dirt Hole Camp,2,1
Grand Cape Mount,.080155268,.91984475,8,2274351,3,Porkpa District,7.2800798,-11.06562,ADM2,6295630|6255146|LR|12|2274351,Earth|Africa|Liberia|Grand Cape Mount County|Porkpa District,1,1
Grand Gedeh,.96646601,.03353399,8,2272491,1,Zwedru,6.06846,-8.1355896,PPLA,6295630|6255146|LR|19|2272491,Earth|Africa|Liberia|Grand Gedeh County|Zwedru,2,1
Grand Kru,1,0,8,9874222,1,Bila Togbaklee,4.6280398,-8.3177404,PPL,6295630|6255146|LR|16|9874222,Earth|Africa|Liberia|Grand Kru County|Bila Togbaklee,2,1
Lofa,.78754491,.093772866,8,9645106,3,Foya District,8.3703098,-10.21993,ADM2,6295630|6255146|LR|20|9645106,Earth|Africa|Liberia|Lofa County|Foya District,1,1
Margibi,.96288657,.033857793,8,2275493,1,Kwalakoma,6.7283301,-10.25944,PPL,6295630|6255146|LR|17|2275493,Earth|Africa|Liberia|Margibi County|Kwalakoma,2,1
Maryland,.9207859,.01627538,8,2276492,1,Harper,4.3782001,-7.7108102,PPLA,6295630|6255146|LR|13|2276492,Earth|Africa|Liberia|Maryland County|Harper,2,1
Montserrado,.85689312,.11556317,8,7669298,3,Greater Monrovia,6.3141799,-10.73356,ADM2,6295630|6255146|LR|14|7669298,Earth|Africa|Liberia|Montserrado County|Greater Monrovia,1,1
Nimba,.91290265,.010852718,8,9645142,3,Yarpea Mahn District,7.2232699,-8.6856003,ADM2,6295630|6255146|LR|09|9645142,Earth|Africa|Liberia|Nimba County|Yarpea Mahn District,1,1
River Cess,.93901825,0,8,9645147,3,Central River Cess District,5.81006,-9.3179398,ADM2,6295630|6255146|LR|18|9645147,Earth|Africa|Liberia|River Cess County|Central River Cess District,1,1
River Gee,.94633949,0,8,2278019,3,Chedepo,5.4783201,-8.0136499,ADM2,6295630|6255146|LR|22|2278019,Earth|Africa|Liberia|River Gee County|Chedepo,1,1
Sinoe,1,0,8,2273898,4,Sinoe County,5.3333302,-8.7666702,ADM1,6295630|6255146|LR|10,Earth|Africa|Liberia|Sinoe County,1,1
Alaotra Mangoro,.96079463,0,9,1071494,1,Anosibe,-18.91667,48.049999,PPL,6295630|6255146|MG|04,Earth|Africa|Madagascar|Anosibe,2,1
Amoron'i Mania,.97005624,0,9,1084267,1,Ambalamanakana,-20.73333,47.183331,PPL,6295630|6255146|MG|02,Earth|Africa|Madagascar|Ambalamanakana,2,1
Analamanga,.91715801,.016685359,9,11072805,3,Anjozorobe,-18.1366,47.71191,ADM2,6295630|6255146|MG|7670856|11072805,Earth|Africa|Madagascar|Analamanga Region|Anjozorobe,1,1
Analanjirofo,.76468992,0,9,1064980,1,Fenoarivo Atsinanana,-17.380951,49.40826,PPLA,6295630|6255146|MG|7670848|1064980,Earth|Africa|Madagascar|Analanjirofo Region|Fenoarivo Atsinanana,2,1
Androy,.87331188,0,9,1055320,1,Tranoroa,-24.700001,45.066669,PPL,6295630|6255146|MG|06,Earth|Africa|Madagascar|Tranoroa,2,1
Anosy,.95976222,0,9,8299289,3,Betroka District,-23.357389,45.936581,ADM2,6295630|6255146|MG|7670910|8299289,Earth|Africa|Madagascar|Anosy Region|Betroka District,1,1
Atsimo Andrefana,.63406157,0,9,1068322,1,Befoly,-22.033331,43.76667,PPL,6295630|6255146|MG|06,Earth|Africa|Madagascar|Befoly,2,1
Atsimo Atsinanana,.3592979,0,9,1053641,1,Vohitromby,-22.866671,47.76667,PPL,6295630|6255146|MG|02,Earth|Africa|Madagascar|Vohitromby,2,1
Atsinanana,.63560504,0,9,1062553,1,Mahanoro,-19.9,48.799999,PPL,6295630|6255146|MG|7670857|1062553,Earth|Africa|Madagascar|Atsinanana Region|Mahanoro,2,1
Betsiboka,.68408668,0,9,11072831,3,Maevatanana,-17.22802,46.812729,ADM2,6295630|6255146|MG|7670850|11072831,Earth|Africa|Madagascar|Betsiboka Region|Maevatanana,1,1
Boeny,.55442089,.077118315,9,1083257,1,Ambato Boeny,-16.466669,46.716671,PPL,6295630|6255146|MG|7670849|1083257,Earth|Africa|Madagascar|Boeny Region|Ambato Boeny,2,1
Bongolava,.96810037,0,9,1060857,1,Mangarivo,-18.85,46.333328,PPL,6295630|6255146|MG|05,Earth|Africa|Madagascar|Mangarivo,2,1
Diana,.62097484,.042768739,9,1068955,1,Antsohimbondrona,-13.08333,48.849998,PPL,6295630|6255146|MG|7670842|1068955,Earth|Africa|Madagascar|Diana Region|Antsohimbondrona,2,1
Haute Matsiatra,.9710595,0,9,11102226,1,Tanana Ambany,-21.43104,47.06889,PPL,6295630|6255146|MG|11102226,Earth|Africa|Madagascar|Tanana Ambany,2,1
Ihorombe,.97660536,0,9,11205047,1,Anarafanja,-22.409281,46.134121,PPLX,6295630|6255146|MG|11205047,Earth|Africa|Madagascar|Anarafanja,2,1
Itasy,.89299822,0,9,1054876,1,Tsiandrorana,-18.883329,46.549999,PPL,6295630|6255146|MG|05,Earth|Africa|Madagascar|Tsiandrorana,2,1
Melaky,.85319757,0,9,1066967,1,Beravina,-18.16667,45.216671,PPL,6295630|6255146|MG|03,Earth|Africa|Madagascar|Beravina,2,1
Menabe,.68589085,0,9,1061831,1,Malaimbandy,-20.34865,45.598412,PPL,6295630|6255146|MG|06,Earth|Africa|Madagascar|Malaimbandy,2,1
SAVA,.50658542,0,9,1077631,1,Ampohibe,-15.03333,50.299999,PPL,6295630|6255146|MG|01,Earth|Africa|Madagascar|Ampohibe,2,1
Sofia,.57619554,0,9,1059949,1,Maromandia,-14.21667,48.083328,PPL,6295630|6255146|MG|03,Earth|Africa|Madagascar|Maromandia,2,1
Vakinankaratra,.97881448,0,9,1069164,1,Antsirabe Afovoany,-15.95,48.966671,PPL,6295630|6255146|MG|7670847|1069164,Earth|Africa|Madagascar|Sofia Region|Antsirabe Afovoany,2,1
Vatovavy Fitovinany,.81989533,.016496671,9,11256914,3,Maromiandra,-21.683331,47.51667,ADM3,6295630|6255146|MG|11256914,Earth|Africa|Madagascar|Maromiandra,1,1
Central,.70174277,.081054099,10,925072,3,Ntcheu District,-14.75,34.75,ADM2,6295630|6255146|MW|C|925072,Earth|Africa|Malawi|Central Region|Ntcheu District,1,1
North,.6880911,.0037392774,10,926163,1,Mpherembe,-11.28333,33.599998,PPL,6295630|6255146|MW|N|925496|926163,Earth|Africa|Malawi|Northern Region|Mzimba District|Mpherembe,2,1
South,.57354951,.25959685,10,925788,3,Mulanje District,-15.9344,35.499901,ADM2,6295630|6255146|MW|S|925788,Earth|Africa|Malawi|Southern Region|Mulanje District,1,1
Kayes,.0060914983,.88077456,11,2458985,1,DiangoutÃ© Kamara,14.5448,-9.5127001,PPL,6295630|6255146|ML|03|2458985,Earth|Africa|Mali|Kayes|DiangoutÃ© Kamara,2,1
Koulikoro,.025448579,.91083342,11,2455558,1,Kati,12.74409,-8.0725698,PPLA2,6295630|6255146|ML|07|2455558,Earth|Africa|Mali|Koulikoro|Kati,2,1
Sikasso,.025747931,.78164089,11,2454043,1,Loulouni,10.9,-5.5999999,PPL,6295630|6255146|ML|00,Earth|Africa|Mali|Loulouni,2,1
Ségou,.14276084,.79351658,11,2448367,1,ZandÃ©la,13.14429,-5.7362499,PPL,6295630|6255146|ML|05|2448367,Earth|Africa|Mali|SÃ©gou|ZandÃ©la,2,1
Mopti,0,.96038222,11,6874899,1,Doukoro,13.6873,-3.7272999,PPL,6295630|6255146|ML|04|6874899,Earth|Africa|Mali|Mopti|Doukoro,2,1
Bamako,.022325752,.92224151,11,7701196,3,Commune 4,12.61174,-8.04391,ADM3,6295630|6255146|ML|01|7701196,Earth|Africa|Mali|Bamako Region|Commune 4,1,1
Maputo Province,.80009025,.05278495,12,7873980,3,Moamba District,-25.609341,32.24321,ADM2,6295630|6255146|MZ|04|7873980,Earth|Africa|Mozambique|Maputo|Moamba District,1,1
Maputo City,.81403244,.073204517,12,1106273,1,Maxaquene âDâ,-25.93194,32.59,PPLX,6295630|6255146|MZ|04|1040652|1106273,Earth|Africa|Mozambique|Maputo|Maputo|Maxaquene âDâ,2,1
Gaza,.75876129,.010800906,12,7874104,3,Chokwe District,-24.52248,33.00457,ADM2,6295630|6255146|MZ|02|7874104,Earth|Africa|Mozambique|Gaza Province|Chokwe District,1,1
Inhambane,.93391883,.016033826,12,1024292,1,Zandamela,-24.78861,34.312778,PPL,6295630|6255146|MZ|03|1024292,Earth|Africa|Mozambique|Inhambane Province|Zandamela,2,1
Sofala,.71555436,.044611372,12,1053023,1,Ampara,-20.26639,34.656109,PPL,6295630|6255146|MZ|05|1053023,Earth|Africa|Mozambique|Sofala Province|Ampara,2,1
Tete,.7626186,.021597436,12,7874106,3,Tsangano District,-15.20012,34.326851,ADM2,6295630|6255146|MZ|08|7874106,Earth|Africa|Mozambique|Tete|Tsangano District,1,1
Manica,.76780951,.0060545821,12,7646374,3,Gondola District,-19.15,33.66,ADM2,6295630|6255146|MZ|10|7646374,Earth|Africa|Mozambique|Manica Province|Gondola District,1,1
Zambezia,.75209963,.075018317,12,1093103,1,Incize,-15.68083,37.099998,PPL,6295630|6255146|MZ|09|1093103,Earth|Africa|Mozambique|ProvÃ­ncia de ZambÃ©zia|Incize,2,1
Nampula,.41237557,.571509,12,7874410,3,Muecate District,-14.8864,39.627338,ADM2,6295630|6255146|MZ|06|7874410,Earth|Africa|Mozambique|Nampula|Muecate District,1,1
Cabo Delgado,.41819629,.57278877,12,1052623,1,Balama,-13.34478,38.569389,PPL,6295630|6255146|MZ|00,Earth|Africa|Mozambique|Balama,2,1
Niassa,.23088156,.76051742,12,7874414,3,Lago District,-12.4632,34.663639,ADM2,6295630|6255146|MZ|07|7874414,Earth|Africa|Mozambique|Niassa Province|Lago District,1,1
Caprivi,.59928375,0,13,876954,1,Ngala,-17.950001,24.41667,PPL,6295630|6255146|NA|28|876954,Earth|Africa|Namibia|Zambezi Region|Ngala,2,1
Erongo,.9866544,0,13,3359638,1,Walvis Bay,-22.9575,14.50528,PPL,6295630|6255146|NA|29|3359638,Earth|Africa|Namibia|Erongo|Walvis Bay,2,1
Hardap,.97647786,0,13,3353540,1,Rehoboth,-23.316999,17.09,PPL,6295630|6255146|NA|30|3353540,Earth|Africa|Namibia|Hardap|Rehoboth,2,1
Karas,1,0,13,7116015,2,Rosh Pinah,-27.966049,16.76136,PPLL,6295630|6255146|NA|31|7931912|7116015,Earth|Africa|Namibia|Karas|Oranjemund Constituency|Rosh Pinah,2,1
Kavango,.94942546,0,13,876961,1,Ndiyona,-18.033331,20.700001,PPL,6295630|6255146|NA|40|876961,Earth|Africa|Namibia|Kavango East|Ndiyona,2,1
Khomas,.94346362,0,13,3352136,1,Windhoek,-22.55941,17.083229,PPLC,6295630|6255146|NA|21|3352136,Earth|Africa|Namibia|Khomas|Windhoek,2,1
Kunene,.56841022,0,13,7931903,3,Sesfontein Constituency,-19.56106,13.7653,ADM2,6295630|6255146|NA|32|7931903,Earth|Africa|Namibia|Kunene|Sesfontein Constituency,1,1
Ohangwena,1,0,13,3354170,1,Ongenga,-17.433331,15.68333,PPL,6295630|6255146|NA|33|3354170,Earth|Africa|Namibia|Ohangwena|Ongenga,2,1
Omaheke,.7914108,0,13,3352919,1,Steinhausen,-21.816669,18.23333,PPL,6295630|6255146|NA|35|3352919,Earth|Africa|Namibia|Omaheke|Steinhausen,2,1
Omusati,.97867012,.0057365955,13,3357716,1,Elim,-17.716669,15.48333,PPL,6295630|6255146|NA|36|3357716,Earth|Africa|Namibia|Omusati|Elim,2,1
Oshana,.96690875,0,13,11257218,3,Oshakati West,-17.783331,15.68333,ADM2,6295630|6255146|NA|37|11257218,Earth|Africa|Namibia|Oshana|Oshakati West,1,1
Oshikoto,.97526932,0,13,11257350,3,Eengodi,-18.219999,17.25861,ADM2,6295630|6255146|NA|38|11257350,Earth|Africa|Namibia|Oshikoto|Eengodi,1,1
